geo_level,geo_name,metric,metric_value,race_or_ethnicity,number_of_employees,number_of_employer_firms
state,Wisconsin,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Nevada,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Connecticut,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Ohio,Firm Size,Firms with 250 to 499 employees,Black,1164,6
state,Georgia,Firm Size,Firms with 250 to 499 employees,Black,2193,8
state,District of Columbia,Firm Size,Firms with 250 to 499 employees,Black,1849,4
state,New York,Firm Size,Firms with 250 to 499 employees,Black,2150,7
state,Louisiana,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Colorado,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Minnesota,Firm Size,Firms with 250 to 499 employees,Black,2278,6
state,Michigan,Firm Size,Firms with 250 to 499 employees,Black,3461,14
state,New Mexico,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Maryland,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Oklahoma,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Massachusetts,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Alabama,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Florida,Firm Size,Firms with 250 to 499 employees,Black,564,3
state,West Virginia,Firm Size,Firms with 250 to 499 employees,Black,1135,4
state,Alaska,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Texas,Firm Size,Firms with 250 to 499 employees,Black,9957,38
state,Illinois,Firm Size,Firms with 250 to 499 employees,Black,1205,12
state,Virginia,Firm Size,Firms with 250 to 499 employees,Black,1004,8
state,Washington,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Tennessee,Firm Size,Firms with 250 to 499 employees,Black,333,5
state,South Carolina,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Vermont,Firm Size,Firms with 250 to 499 employees,Black,0,0
national,United States,Firm Size,Firms with 250 to 499 employees,Black,53705,176
state,Kansas,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Kentucky,Firm Size,Firms with 250 to 499 employees,Black,1163,4
state,Indiana,Firm Size,Firms with 250 to 499 employees,Black,833,3
state,Rhode Island,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,Missouri,Firm Size,Firms with 250 to 499 employees,Black,711,2
state,Pennsylvania,Firm Size,Firms with 250 to 499 employees,Black,0,0
state,California,Firm Size,Firms with 250 to 499 employees,Black,1346,6
state,Pennsylvania,Firm Size,Firms with 500 employees or more,Black,4218,17
state,Michigan,Firm Size,Firms with 500 employees or more,Black,38796,15
state,Rhode Island,Firm Size,Firms with 500 employees or more,Black,0,0
state,Maine,Firm Size,Firms with 500 employees or more,Black,0,0
state,Georgia,Firm Size,Firms with 500 employees or more,Black,9055,17
state,Nevada,Firm Size,Firms with 500 employees or more,Black,6306,6
state,Wisconsin,Firm Size,Firms with 500 employees or more,Black,322,5
state,Florida,Firm Size,Firms with 500 employees or more,Black,8274,14
state,North Carolina,Firm Size,Firms with 500 employees or more,Black,4661,14
state,Arizona,Firm Size,Firms with 500 employees or more,Black,984,5
state,Idaho,Firm Size,Firms with 500 employees or more,Black,0,0
state,Minnesota,Firm Size,Firms with 500 employees or more,Black,2187,5
state,Texas,Firm Size,Firms with 500 employees or more,Black,15882,28
state,Indiana,Firm Size,Firms with 500 employees or more,Black,12986,13
state,Ohio,Firm Size,Firms with 500 employees or more,Black,3016,16
state,Arkansas,Firm Size,Firms with 500 employees or more,Black,0,0
state,Alabama,Firm Size,Firms with 500 employees or more,Black,1401,4
state,New Mexico,Firm Size,Firms with 500 employees or more,Black,234,6
state,Tennessee,Firm Size,Firms with 500 employees or more,Black,5914,11
state,Washington,Firm Size,Firms with 500 employees or more,Black,2610,6
state,Louisiana,Firm Size,Firms with 500 employees or more,Black,430,3
state,Utah,Firm Size,Firms with 500 employees or more,Black,79,4
national,United States,Firm Size,Firms with 500 employees or more,Black,187501,135
state,Connecticut,Firm Size,Firms with 500 employees or more,Black,0,0
state,Massachusetts,Firm Size,Firms with 500 employees or more,Black,9672,8
state,New Jersey,Firm Size,Firms with 500 employees or more,Black,4254,9
state,Hawaii,Firm Size,Firms with 500 employees or more,Black,0,0
state,Oregon,Firm Size,Firms with 500 employees or more,Black,3053,5
state,New Hampshire,Firm Size,Firms with 500 employees or more,Black,555,4
state,New York,Firm Size,Firms with 500 employees or more,Black,3508,12
state,South Dakota,Firm Size,Firms with 500 employees or more,Black,0,0
state,West Virginia,Firm Size,Firms with 500 employees or more,Black,110,2
state,Maryland,Firm Size,Firms with 500 employees or more,Black,6714,16
state,Kansas,Firm Size,Firms with 500 employees or more,Black,1089,5
state,District of Columbia,Firm Size,Firms with 500 employees or more,Black,1259,6
state,Illinois,Firm Size,Firms with 500 employees or more,Black,5567,17
state,Virginia,Firm Size,Firms with 500 employees or more,Black,5345,15
state,California,Firm Size,Firms with 500 employees or more,Black,14300,14
state,Iowa,Firm Size,Firms with 500 employees or more,Black,87,4
state,Oklahoma,Firm Size,Firms with 500 employees or more,Black,36,2
state,South Carolina,Firm Size,Firms with 500 employees or more,Black,3193,8
state,Mississippi,Firm Size,Firms with 500 employees or more,Black,1365,4
state,Kentucky,Firm Size,Firms with 500 employees or more,Black,2699,6
state,Colorado,Firm Size,Firms with 500 employees or more,Black,1066,8
state,Missouri,Firm Size,Firms with 500 employees or more,Black,4522,13
state,Delaware,Firm Size,Firms with 500 employees or more,Black,0,0
state,Kansas,Firm Size,Firms with less than 500 employees,Black,2945,502
state,Oregon,Firm Size,Firms with less than 500 employees,Black,5530,747
state,Rhode Island,Firm Size,Firms with less than 500 employees,Black,2170,258
state,District of Columbia,Firm Size,Firms with less than 500 employees,Black,18770,1860
state,Vermont,Firm Size,Firms with less than 500 employees,Black,88,33
state,Mississippi,Firm Size,Firms with less than 500 employees,Black,24345,2132
state,Idaho,Firm Size,Firms with less than 500 employees,Black,737,124
state,Wyoming,Firm Size,Firms with less than 500 employees,Black,425,91
state,New Mexico,Firm Size,Firms with less than 500 employees,Black,3946,292
state,Texas,Firm Size,Firms with less than 500 employees,Black,109578,11829
state,Alabama,Firm Size,Firms with less than 500 employees,Black,18240,2477
state,Arizona,Firm Size,Firms with less than 500 employees,Black,15896,1359
state,South Dakota,Firm Size,Firms with less than 500 employees,Black,0,0
state,Minnesota,Firm Size,Firms with less than 500 employees,Black,30847,2089
state,Tennessee,Firm Size,Firms with less than 500 employees,Black,19759,2429
state,Alaska,Firm Size,Firms with less than 500 employees,Black,1813,189
state,Montana,Firm Size,Firms with less than 500 employees,Black,102,25
state,Georgia,Firm Size,Firms with less than 500 employees,Black,92072,13993
state,Colorado,Firm Size,Firms with less than 500 employees,Black,17392,1429
state,North Dakota,Firm Size,Firms with less than 500 employees,Black,117,66
state,Washington,Firm Size,Firms with less than 500 employees,Black,12354,2066
state,Kentucky,Firm Size,Firms with less than 500 employees,Black,5699,684
state,Pennsylvania,Firm Size,Firms with less than 500 employees,Black,39792,3916
state,Ohio,Firm Size,Firms with less than 500 employees,Black,37965,3583
state,Oklahoma,Firm Size,Firms with less than 500 employees,Black,8977,1043
state,Florida,Firm Size,Firms with less than 500 employees,Black,94210,16091
state,Illinois,Firm Size,Firms with less than 500 employees,Black,40734,5617
state,West Virginia,Firm Size,Firms with less than 500 employees,Black,2898,160
state,Iowa,Firm Size,Firms with less than 500 employees,Black,929,266
state,Wisconsin,Firm Size,Firms with less than 500 employees,Black,10458,1056
state,New Jersey,Firm Size,Firms with less than 500 employees,Black,26475,3870
state,Delaware,Firm Size,Firms with less than 500 employees,Black,3885,860
state,Utah,Firm Size,Firms with less than 500 employees,Black,2406,307
state,Michigan,Firm Size,Firms with less than 500 employees,Black,33555,3502
state,Nebraska,Firm Size,Firms with less than 500 employees,Black,1485,223
state,New Hampshire,Firm Size,Firms with less than 500 employees,Black,1459,197
national,United States,Firm Size,Firms with less than 500 employees,Black,1151634,149192
state,Virginia,Firm Size,Firms with less than 500 employees,Black,62686,5961
state,Maryland,Firm Size,Firms with less than 500 employees,Black,69460,7661
state,North Carolina,Firm Size,Firms with less than 500 employees,Black,54543,7416
state,New York,Firm Size,Firms with less than 500 employees,Black,49886,10959
state,California,Firm Size,Firms with less than 500 employees,Black,92875,13873
state,Hawaii,Firm Size,Firms with less than 500 employees,Black,632,230
state,Nevada,Firm Size,Firms with less than 500 employees,Black,6113,1099
state,South Carolina,Firm Size,Firms with less than 500 employees,Black,21715,3276
state,Missouri,Firm Size,Firms with less than 500 employees,Black,23554,4106
state,Indiana,Firm Size,Firms with less than 500 employees,Black,17801,1907
state,Massachusetts,Firm Size,Firms with less than 500 employees,Black,14794,1935
state,Maine,Firm Size,Firms with less than 500 employees,Black,2943,158
state,Arkansas,Firm Size,Firms with less than 500 employees,Black,3373,886
state,Connecticut,Firm Size,Firms with less than 500 employees,Black,8407,1435
state,Louisiana,Firm Size,Firms with less than 500 employees,Black,34577,3361
national,United States,Firm Receipt Amount,"$5,000 to $9,999",White,30457,32298
state,Georgia,Firm Receipt Amount,"$5,000 to $9,999",White,344,1202
state,Indiana,Firm Receipt Amount,"$5,000 to $9,999",White,448,582
state,Utah,Firm Receipt Amount,"$5,000 to $9,999",White,1432,672
state,South Carolina,Firm Receipt Amount,"$5,000 to $9,999",White,93,418
state,Wyoming,Firm Receipt Amount,"$5,000 to $9,999",White,63,100
state,Michigan,Firm Receipt Amount,"$5,000 to $9,999",White,275,697
state,Alaska,Firm Receipt Amount,"$5,000 to $9,999",White,0,0
state,Connecticut,Firm Receipt Amount,"$5,000 to $9,999",White,113,247
state,North Dakota,Firm Receipt Amount,"$5,000 to $9,999",White,0,0
state,Arizona,Firm Receipt Amount,"$5,000 to $9,999",White,247,560
state,District of Columbia,Firm Receipt Amount,"$5,000 to $9,999",White,7,22
state,Montana,Firm Receipt Amount,"$5,000 to $9,999",White,72,186
state,Massachusetts,Firm Receipt Amount,"$5,000 to $9,999",White,222,601
state,Texas,Firm Receipt Amount,"$5,000 to $9,999",White,2180,2101
state,Maryland,Firm Receipt Amount,"$5,000 to $9,999",White,140,457
state,Iowa,Firm Receipt Amount,"$5,000 to $9,999",White,97,258
state,Kansas,Firm Receipt Amount,"$5,000 to $9,999",White,74,315
state,Maine,Firm Receipt Amount,"$5,000 to $9,999",White,587,292
state,Oklahoma,Firm Receipt Amount,"$5,000 to $9,999",White,254,379
state,Virginia,Firm Receipt Amount,"$5,000 to $9,999",White,224,828
state,Kentucky,Firm Receipt Amount,"$5,000 to $9,999",White,776,289
state,Ohio,Firm Receipt Amount,"$5,000 to $9,999",White,937,944
state,New Jersey,Firm Receipt Amount,"$5,000 to $9,999",White,358,991
state,Mississippi,Firm Receipt Amount,"$5,000 to $9,999",White,61,193
state,Idaho,Firm Receipt Amount,"$5,000 to $9,999",White,187,302
state,Delaware,Firm Receipt Amount,"$5,000 to $9,999",White,0,0
state,North Carolina,Firm Receipt Amount,"$5,000 to $9,999",White,279,736
state,Illinois,Firm Receipt Amount,"$5,000 to $9,999",White,5094,1368
state,Florida,Firm Receipt Amount,"$5,000 to $9,999",White,3219,3281
state,Arkansas,Firm Receipt Amount,"$5,000 to $9,999",White,76,145
state,Nevada,Firm Receipt Amount,"$5,000 to $9,999",White,184,323
state,Wisconsin,Firm Receipt Amount,"$5,000 to $9,999",White,615,562
state,Louisiana,Firm Receipt Amount,"$5,000 to $9,999",White,269,487
state,Missouri,Firm Receipt Amount,"$5,000 to $9,999",White,418,912
state,Alabama,Firm Receipt Amount,"$5,000 to $9,999",White,277,415
state,Rhode Island,Firm Receipt Amount,"$5,000 to $9,999",White,12,41
state,Hawaii,Firm Receipt Amount,"$5,000 to $9,999",White,0,0
state,California,Firm Receipt Amount,"$5,000 to $9,999",White,1678,2734
state,New Mexico,Firm Receipt Amount,"$5,000 to $9,999",White,26,114
state,Colorado,Firm Receipt Amount,"$5,000 to $9,999",White,392,792
state,Minnesota,Firm Receipt Amount,"$5,000 to $9,999",White,915,894
state,Washington,Firm Receipt Amount,"$5,000 to $9,999",White,458,718
state,Tennessee,Firm Receipt Amount,"$5,000 to $9,999",White,1033,491
state,New York,Firm Receipt Amount,"$5,000 to $9,999",White,4469,2570
state,Vermont,Firm Receipt Amount,"$5,000 to $9,999",White,52,148
state,Nebraska,Firm Receipt Amount,"$5,000 to $9,999",White,656,165
state,West Virginia,Firm Receipt Amount,"$5,000 to $9,999",White,0,0
state,Pennsylvania,Firm Receipt Amount,"$5,000 to $9,999",White,402,1285
state,South Dakota,Firm Receipt Amount,"$5,000 to $9,999",White,104,194
state,New Hampshire,Firm Receipt Amount,"$5,000 to $9,999",White,0,0
state,Oregon,Firm Receipt Amount,"$5,000 to $9,999",White,258,616
state,Florida,Firm Receipt Amount,"less than $5,000",White,4998,2819
state,Nebraska,Firm Receipt Amount,"less than $5,000",White,0,0
state,Oklahoma,Firm Receipt Amount,"less than $5,000",White,1044,438
state,Nevada,Firm Receipt Amount,"less than $5,000",White,284,224
state,North Dakota,Firm Receipt Amount,"less than $5,000",White,0,0
state,Rhode Island,Firm Receipt Amount,"less than $5,000",White,0,0
state,Massachusetts,Firm Receipt Amount,"less than $5,000",White,2011,461
state,Mississippi,Firm Receipt Amount,"less than $5,000",White,0,0
state,District of Columbia,Firm Receipt Amount,"less than $5,000",White,0,0
state,Delaware,Firm Receipt Amount,"less than $5,000",White,51,84
state,Connecticut,Firm Receipt Amount,"less than $5,000",White,53,189
state,New Mexico,Firm Receipt Amount,"less than $5,000",White,0,0
state,Idaho,Firm Receipt Amount,"less than $5,000",White,269,251
state,California,Firm Receipt Amount,"less than $5,000",White,3368,2836
state,Oregon,Firm Receipt Amount,"less than $5,000",White,227,348
state,Hawaii,Firm Receipt Amount,"less than $5,000",White,0,0
state,Alabama,Firm Receipt Amount,"less than $5,000",White,813,242
state,West Virginia,Firm Receipt Amount,"less than $5,000",White,0,0
state,Montana,Firm Receipt Amount,"less than $5,000",White,0,0
state,Illinois,Firm Receipt Amount,"less than $5,000",White,1482,1250
state,Tennessee,Firm Receipt Amount,"less than $5,000",White,3227,493
state,Alaska,Firm Receipt Amount,"less than $5,000",White,0,0
state,Vermont,Firm Receipt Amount,"less than $5,000",White,28,36
state,Louisiana,Firm Receipt Amount,"less than $5,000",White,479,326
state,Ohio,Firm Receipt Amount,"less than $5,000",White,3829,804
state,Maryland,Firm Receipt Amount,"less than $5,000",White,2223,584
state,Kentucky,Firm Receipt Amount,"less than $5,000",White,132,197
state,Arizona,Firm Receipt Amount,"less than $5,000",White,185,430
state,Pennsylvania,Firm Receipt Amount,"less than $5,000",White,985,839
state,Virginia,Firm Receipt Amount,"less than $5,000",White,1562,819
state,Arkansas,Firm Receipt Amount,"less than $5,000",White,241,341
state,Georgia,Firm Receipt Amount,"less than $5,000",White,592,950
state,Indiana,Firm Receipt Amount,"less than $5,000",White,1090,533
state,Colorado,Firm Receipt Amount,"less than $5,000",White,1173,1058
state,Wisconsin,Firm Receipt Amount,"less than $5,000",White,1092,687
state,New York,Firm Receipt Amount,"less than $5,000",White,6007,2025
state,Minnesota,Firm Receipt Amount,"less than $5,000",White,439,612
state,Kansas,Firm Receipt Amount,"less than $5,000",White,191,167
state,South Dakota,Firm Receipt Amount,"less than $5,000",White,92,81
state,Iowa,Firm Receipt Amount,"less than $5,000",White,221,356
state,New Hampshire,Firm Receipt Amount,"less than $5,000",White,0,0
state,North Carolina,Firm Receipt Amount,"less than $5,000",White,518,822
state,Maine,Firm Receipt Amount,"less than $5,000",White,0,0
state,Missouri,Firm Receipt Amount,"less than $5,000",White,620,793
state,Texas,Firm Receipt Amount,"less than $5,000",White,2079,2160
state,Utah,Firm Receipt Amount,"less than $5,000",White,664,485
state,Washington,Firm Receipt Amount,"less than $5,000",White,2662,750
state,New Jersey,Firm Receipt Amount,"less than $5,000",White,903,876
state,Wyoming,Firm Receipt Amount,"less than $5,000",White,53,140
national,United States,Firm Receipt Amount,"less than $5,000",White,50587,29330
state,Michigan,Firm Receipt Amount,"less than $5,000",White,1776,696
state,South Carolina,Firm Receipt Amount,"less than $5,000",White,241,419
state,Hawaii,Firm Receipt Amount,"$1,000,000 or more",White,121498,3136
state,Missouri,Firm Receipt Amount,"$1,000,000 or more",White,788260,27285
state,Vermont,Firm Receipt Amount,"$1,000,000 or more",White,85618,4073
state,Minnesota,Firm Receipt Amount,"$1,000,000 or more",White,871473,29286
state,Idaho,Firm Receipt Amount,"$1,000,000 or more",White,276787,10937
state,New Mexico,Firm Receipt Amount,"$1,000,000 or more",White,197589,6338
state,Wyoming,Firm Receipt Amount,"$1,000,000 or more",White,90802,4136
state,New York,Firm Receipt Amount,"$1,000,000 or more",White,2599282,93488
national,United States,Firm Receipt Amount,"$1,000,000 or more",White,43368750,1342757
state,New Jersey,Firm Receipt Amount,"$1,000,000 or more",White,1262909,44770
state,Arizona,Firm Receipt Amount,"$1,000,000 or more",White,923447,25967
state,Tennessee,Firm Receipt Amount,"$1,000,000 or more",White,908706,28978
state,North Carolina,Firm Receipt Amount,"$1,000,000 or more",White,1312522,44179
state,Rhode Island,Firm Receipt Amount,"$1,000,000 or more",White,163421,6099
state,West Virginia,Firm Receipt Amount,"$1,000,000 or more",White,170487,5920
state,Louisiana,Firm Receipt Amount,"$1,000,000 or more",White,704047,21936
state,California,Firm Receipt Amount,"$1,000,000 or more",White,4350134,151775
state,Arkansas,Firm Receipt Amount,"$1,000,000 or more",White,405441,12484
state,New Hampshire,Firm Receipt Amount,"$1,000,000 or more",White,213712,9418
state,Connecticut,Firm Receipt Amount,"$1,000,000 or more",White,461571,18278
state,Delaware,Firm Receipt Amount,"$1,000,000 or more",White,145569,6405
state,South Carolina,Firm Receipt Amount,"$1,000,000 or more",White,678497,21291
state,Alabama,Firm Receipt Amount,"$1,000,000 or more",White,670020,19841
state,Oregon,Firm Receipt Amount,"$1,000,000 or more",White,616173,21274
state,Florida,Firm Receipt Amount,"$1,000,000 or more",White,2615283,83565
state,Alaska,Firm Receipt Amount,"$1,000,000 or more",White,81806,3930
state,Maine,Firm Receipt Amount,"$1,000,000 or more",White,190499,7777
state,Washington,Firm Receipt Amount,"$1,000,000 or more",White,937453,35986
state,Illinois,Firm Receipt Amount,"$1,000,000 or more",White,1847612,57569
state,Michigan,Firm Receipt Amount,"$1,000,000 or more",White,1478196,46854
state,Kentucky,Firm Receipt Amount,"$1,000,000 or more",White,623546,18484
state,Wisconsin,Firm Receipt Amount,"$1,000,000 or more",White,1021340,28229
state,Mississippi,Firm Receipt Amount,"$1,000,000 or more",White,358787,11175
state,North Dakota,Firm Receipt Amount,"$1,000,000 or more",White,130034,5337
state,Massachusetts,Firm Receipt Amount,"$1,000,000 or more",White,1069403,39050
state,Colorado,Firm Receipt Amount,"$1,000,000 or more",White,804867,32225
state,Iowa,Firm Receipt Amount,"$1,000,000 or more",White,533542,15464
state,Georgia,Firm Receipt Amount,"$1,000,000 or more",White,1317173,43186
state,Nebraska,Firm Receipt Amount,"$1,000,000 or more",White,338763,10543
state,Virginia,Firm Receipt Amount,"$1,000,000 or more",White,1073527,33720
state,Pennsylvania,Firm Receipt Amount,"$1,000,000 or more",White,1751150,55107
state,Texas,Firm Receipt Amount,"$1,000,000 or more",White,3444510,101599
state,District of Columbia,Firm Receipt Amount,"$1,000,000 or more",White,96025,3567
state,Maryland,Firm Receipt Amount,"$1,000,000 or more",White,780145,24709
state,Kansas,Firm Receipt Amount,"$1,000,000 or more",White,429982,13405
state,Montana,Firm Receipt Amount,"$1,000,000 or more",White,150893,7908
state,Nevada,Firm Receipt Amount,"$1,000,000 or more",White,409636,13607
state,Utah,Firm Receipt Amount,"$1,000,000 or more",White,611219,18290
state,South Dakota,Firm Receipt Amount,"$1,000,000 or more",White,120532,5821
state,Indiana,Firm Receipt Amount,"$1,000,000 or more",White,998833,28641
state,Oklahoma,Firm Receipt Amount,"$1,000,000 or more",White,488492,16221
state,Ohio,Firm Receipt Amount,"$1,000,000 or more",White,1647539,46736
state,Washington,Firm Receipt Amount,"$10,000 to $24,999",White,1477,2328
state,Louisiana,Firm Receipt Amount,"$10,000 to $24,999",White,1884,1318
state,Rhode Island,Firm Receipt Amount,"$10,000 to $24,999",White,0,0
state,Nebraska,Firm Receipt Amount,"$10,000 to $24,999",White,698,613
state,North Carolina,Firm Receipt Amount,"$10,000 to $24,999",White,1810,2991
state,Maine,Firm Receipt Amount,"$10,000 to $24,999",White,425,565
state,Texas,Firm Receipt Amount,"$10,000 to $24,999",White,15965,5848
state,New Jersey,Firm Receipt Amount,"$10,000 to $24,999",White,1330,2346
state,Alabama,Firm Receipt Amount,"$10,000 to $24,999",White,393,731
state,Georgia,Firm Receipt Amount,"$10,000 to $24,999",White,3544,2669
state,Missouri,Firm Receipt Amount,"$10,000 to $24,999",White,2092,2481
state,Ohio,Firm Receipt Amount,"$10,000 to $24,999",White,1738,2650
state,Wyoming,Firm Receipt Amount,"$10,000 to $24,999",White,119,361
state,Idaho,Firm Receipt Amount,"$10,000 to $24,999",White,749,930
state,Arizona,Firm Receipt Amount,"$10,000 to $24,999",White,1287,1992
state,Indiana,Firm Receipt Amount,"$10,000 to $24,999",White,816,1588
state,South Carolina,Firm Receipt Amount,"$10,000 to $24,999",White,2215,1259
state,Vermont,Firm Receipt Amount,"$10,000 to $24,999",White,0,0
state,New Mexico,Firm Receipt Amount,"$10,000 to $24,999",White,510,543
state,Michigan,Firm Receipt Amount,"$10,000 to $24,999",White,1150,2661
state,Maryland,Firm Receipt Amount,"$10,000 to $24,999",White,1806,1567
state,District of Columbia,Firm Receipt Amount,"$10,000 to $24,999",White,0,0
state,Tennessee,Firm Receipt Amount,"$10,000 to $24,999",White,1308,1245
state,Montana,Firm Receipt Amount,"$10,000 to $24,999",White,352,580
state,Oklahoma,Firm Receipt Amount,"$10,000 to $24,999",White,653,928
state,Wisconsin,Firm Receipt Amount,"$10,000 to $24,999",White,1100,1660
state,Mississippi,Firm Receipt Amount,"$10,000 to $24,999",White,441,613
state,Alaska,Firm Receipt Amount,"$10,000 to $24,999",White,102,283
state,Arkansas,Firm Receipt Amount,"$10,000 to $24,999",White,583,624
state,Nevada,Firm Receipt Amount,"$10,000 to $24,999",White,540,822
state,California,Firm Receipt Amount,"$10,000 to $24,999",White,5228,8445
state,Illinois,Firm Receipt Amount,"$10,000 to $24,999",White,1977,3890
state,New Hampshire,Firm Receipt Amount,"$10,000 to $24,999",White,591,421
state,Pennsylvania,Firm Receipt Amount,"$10,000 to $24,999",White,1628,2955
state,Utah,Firm Receipt Amount,"$10,000 to $24,999",White,1328,1937
state,Delaware,Firm Receipt Amount,"$10,000 to $24,999",White,175,360
state,Hawaii,Firm Receipt Amount,"$10,000 to $24,999",White,44,126
state,Massachusetts,Firm Receipt Amount,"$10,000 to $24,999",White,2721,1419
state,Oregon,Firm Receipt Amount,"$10,000 to $24,999",White,729,1383
state,Virginia,Firm Receipt Amount,"$10,000 to $24,999",White,2508,2256
state,Florida,Firm Receipt Amount,"$10,000 to $24,999",White,4864,9014
state,Colorado,Firm Receipt Amount,"$10,000 to $24,999",White,2132,3316
state,South Dakota,Firm Receipt Amount,"$10,000 to $24,999",White,124,304
state,North Dakota,Firm Receipt Amount,"$10,000 to $24,999",White,265,284
national,United States,Firm Receipt Amount,"$10,000 to $24,999",White,79625,92547
state,Connecticut,Firm Receipt Amount,"$10,000 to $24,999",White,448,804
state,New York,Firm Receipt Amount,"$10,000 to $24,999",White,4739,7294
state,Iowa,Firm Receipt Amount,"$10,000 to $24,999",White,1343,1083
state,Kansas,Firm Receipt Amount,"$10,000 to $24,999",White,572,984
state,Kentucky,Firm Receipt Amount,"$10,000 to $24,999",White,1004,892
state,Minnesota,Firm Receipt Amount,"$10,000 to $24,999",White,1503,2218
state,West Virginia,Firm Receipt Amount,"$10,000 to $24,999",White,212,345
state,Connecticut,Firm Receipt Amount,"$25,000 to $49,999",White,794,1045
state,Mississippi,Firm Receipt Amount,"$25,000 to $49,999",White,1007,1015
state,Michigan,Firm Receipt Amount,"$25,000 to $49,999",White,4537,5251
state,Massachusetts,Firm Receipt Amount,"$25,000 to $49,999",White,2073,2717
state,Idaho,Firm Receipt Amount,"$25,000 to $49,999",White,1078,1604
state,Texas,Firm Receipt Amount,"$25,000 to $49,999",White,9344,10656
state,Hawaii,Firm Receipt Amount,"$25,000 to $49,999",White,350,394
state,Maine,Firm Receipt Amount,"$25,000 to $49,999",White,862,901
state,New Mexico,Firm Receipt Amount,"$25,000 to $49,999",White,971,886
state,Pennsylvania,Firm Receipt Amount,"$25,000 to $49,999",White,4693,5632
state,Minnesota,Firm Receipt Amount,"$25,000 to $49,999",White,3376,4145
state,South Carolina,Firm Receipt Amount,"$25,000 to $49,999",White,2125,2323
state,Louisiana,Firm Receipt Amount,"$25,000 to $49,999",White,1685,1953
state,Oklahoma,Firm Receipt Amount,"$25,000 to $49,999",White,1446,1998
state,Kentucky,Firm Receipt Amount,"$25,000 to $49,999",White,1409,1613
state,South Dakota,Firm Receipt Amount,"$25,000 to $49,999",White,878,828
state,Virginia,Firm Receipt Amount,"$25,000 to $49,999",White,10038,3853
state,Delaware,Firm Receipt Amount,"$25,000 to $49,999",White,426,534
state,Vermont,Firm Receipt Amount,"$25,000 to $49,999",White,672,512
state,Utah,Firm Receipt Amount,"$25,000 to $49,999",White,3351,3058
state,Indiana,Firm Receipt Amount,"$25,000 to $49,999",White,3167,2913
state,Wyoming,Firm Receipt Amount,"$25,000 to $49,999",White,958,863
state,District of Columbia,Firm Receipt Amount,"$25,000 to $49,999",White,142,162
state,Washington,Firm Receipt Amount,"$25,000 to $49,999",White,4340,4855
state,Iowa,Firm Receipt Amount,"$25,000 to $49,999",White,1951,1999
state,New York,Firm Receipt Amount,"$25,000 to $49,999",White,10098,11708
state,Maryland,Firm Receipt Amount,"$25,000 to $49,999",White,2310,2470
state,Ohio,Firm Receipt Amount,"$25,000 to $49,999",White,9153,5150
state,North Carolina,Firm Receipt Amount,"$25,000 to $49,999",White,4497,5420
state,Alaska,Firm Receipt Amount,"$25,000 to $49,999",White,173,274
state,Illinois,Firm Receipt Amount,"$25,000 to $49,999",White,6819,7503
state,New Hampshire,Firm Receipt Amount,"$25,000 to $49,999",White,697,748
state,Nevada,Firm Receipt Amount,"$25,000 to $49,999",White,1267,1475
state,Nebraska,Firm Receipt Amount,"$25,000 to $49,999",White,3723,1501
state,Wisconsin,Firm Receipt Amount,"$25,000 to $49,999",White,4881,3306
state,Oregon,Firm Receipt Amount,"$25,000 to $49,999",White,2834,3016
state,Kansas,Firm Receipt Amount,"$25,000 to $49,999",White,1098,1282
state,Georgia,Firm Receipt Amount,"$25,000 to $49,999",White,4856,5485
state,Montana,Firm Receipt Amount,"$25,000 to $49,999",White,1189,1506
state,Rhode Island,Firm Receipt Amount,"$25,000 to $49,999",White,994,606
state,Arizona,Firm Receipt Amount,"$25,000 to $49,999",White,2259,3779
state,California,Firm Receipt Amount,"$25,000 to $49,999",White,13734,14986
state,Florida,Firm Receipt Amount,"$25,000 to $49,999",White,15828,16842
state,Tennessee,Firm Receipt Amount,"$25,000 to $49,999",White,2472,2336
state,North Dakota,Firm Receipt Amount,"$25,000 to $49,999",White,606,483
state,West Virginia,Firm Receipt Amount,"$25,000 to $49,999",White,606,545
national,United States,Firm Receipt Amount,"$25,000 to $49,999",White,166185,169643
state,Alabama,Firm Receipt Amount,"$25,000 to $49,999",White,2156,1811
state,Missouri,Firm Receipt Amount,"$25,000 to $49,999",White,3582,3997
state,Arkansas,Firm Receipt Amount,"$25,000 to $49,999",White,1154,1577
state,New Jersey,Firm Receipt Amount,"$25,000 to $49,999",White,3256,4633
state,Colorado,Firm Receipt Amount,"$25,000 to $49,999",White,4270,5495
